id,label
1499086726035550208,1
1499087930689990656,1
1499088662306373637,0
1499088689103785984,1
1499089261328429056,1
1499090006329208836,1
1499093348937781253,0
1499094790058782733,0
1499095106145722374,0
1499099122753806340,0
1499099347170045957,0
1499100515455713282,0
1499101063974113280,0
1499101774510268425,0
1499102790974676996,1
1499102908012400641,0
1499107180406054919,1
1499109799711150087,1
1499114345275572224,0
1499114661299441664,0
1499115217019621381,0
1499117464038293504,0
1499121118480900097,1
1499124680237760521,0
1499125466724245505,0
1499125895780569099,0
1499127118017581064,0
1499127332048711680,0
1499129115940687883,1
1499131977450074119,0
1499133084083666949,0
1499133182414782465,0
1499139005866250244,1
1499139950238998529,1
1499143871976062980,0
1499151056596615171,1
1499153306064719873,1
1499155590345793536,0
1499156851296030729,0
1499160010558885889,0
1499164856406138880,0
1499176528877441036,0
1499187703682072582,1
1499188870864326662,0
1499202362271236096,1
1499205924560461827,0
1499207528580001792,0
1499208517592367108,1
1499216669293654023,0
1499224317753765889,1
1499229541843283969,1
1499231212162129921,1
1499236874874875904,0
1499239135520776193,1
1499239359677026304,0
1499241517193449473,0
1499247307983921155,1
1499248093526585344,0
1499248759187853314,0
1499250138774077440,0
1499250289995509761,0
1499250307720957959,0
1499251331969826817,1
1499251377205178370,1
1499251738632671233,0
1499251751735599104,0
1499252797795143680,0
1499253330672947207,1
1499253425581735939,0
1499253827085946884,0
1499254007868661761,0
1499254437298065414,1
1499255904554065921,0
1499256385959337984,0
1499257212732162057,0
1499257558908891141,1
1499257563489214470,0
1499258154131017731,0
1499258243289255936,0
1499258272192376835,0
1499258285224083457,0
1499258563872669696,0
1499258815098888197,0
1499259107970326529,0
1499259542215045121,1
1499259881462943747,0
1499260655982944256,1
1499260688136613889,0
1499261163732934656,0
1499261204933525506,1
1499262101390790656,1
1499262556858425344,1
1499262793748471813,0
1499264187570270210,0
1499264281963024387,0
1499264549005975558,1
1499264948710612997,1
1499265128839012357,0
1499265967582597121,0
1499266084368572416,1
1499266830514507779,0
1499267261932187652,0
1499267276536795136,0
1499267357130182660,0
1499268259371433987,0
1499268532323983367,0
1499268570294874112,0
1499268633247162369,1
1499269126107570176,0
1499269315807391745,0
1499269907090915328,0
1499270595221106688,0
1499270713097990144,0
1499270754189389825,0
1499271029587382275,1
1499271062319734787,0
1499271494697955329,0
1499271671303258117,0
1499271702596964352,1
1499272179397148676,1
1499272361752760326,1
1499272361794748419,0
1499272420078850049,0
1499272751202414592,0
1499272768860614659,0
1499274181673988102,0
1499274448356225026,1
1499274568351072258,0
1499274979233337348,0
1499275143503400960,0
1499275182459994115,0
1499275883525386243,1
1499275986168389633,0
1499276118456774662,1
1499276228762603525,1
1499276768234119174,0
1499276838467686407,0
1499276948081713157,0
1499277373379944451,1
1499277455969951746,1
1499277688988602375,0
1499277815870640128,1
1499278538259644416,1
1499278712524652545,1
1499279197201518592,0
1499279690032369664,1
1499279848233226242,0
1499280166912155648,1
1499281112304173060,0
1499282147550666754,1
1499282835772948480,1
1499282864785047554,1
1499283243165618178,1
1499283267241058307,0
1499283274421747712,0
1499283314917654529,1
1499283637505716226,0
1499284040779632642,1
1499285198403518465,0
1499285331300208643,1
1499285353458544641,1
1499285582660440066,1
1499285731533103106,0
1499286158005526529,1
1499286244496482308,0
1499286278843551745,1
1499286345121943553,0
1499287056798916609,0
1499287326371061762,0
1499287442813177856,1
1499287456184561665,1
1499287484412407809,1
1499287816227991558,0
1499288011632041985,0
1499288108596174849,1
1499288237029957635,0
1499288327119413252,1
1499288552433201153,0
1499288790468206592,0
1499288805240672257,1
1499289449745821696,0
1499289724434862081,1
1499289877187559424,0
1499289951032299526,0
1499290597315776513,0
1499290960265887749,0
1499291434767294468,0
1499291513703972866,1
1499291692737994758,0
1499292371162439682,1
1499292856124645376,0
1499292916388352000,1
1499292989465989124,0
1499292995232927744,1
1499293241040117761,0
1499293504996089858,1
1499294093607940096,0
1499294142953832450,0
1499294201405931524,0
1499294303490772992,0
1499294547985133572,1
1499294612506267651,1
1499295037242605568,1
1499295762114654208,0
1499296843049717760,1
1499296861173207043,0
1499297020548419586,1
1499297065830162434,0
1499297928413908994,1
1499298079547092993,1
1499298155858472960,1
1499298880193634305,0
1499299091372666882,0
1499299452921597953,1
1499299501835792387,0
1499299508294877188,0
1499299531367849988,0
1499300668204531714,0
1499301563214483462,0
1499301954060980228,1
1499302108553789441,0
1499302312879091712,0
1499302500825976839,0
1499303036484784131,1
1499304102022594564,1
1499305318173585408,0
1499305357503467520,0
1499305429796630534,0
1499305538034749442,1
1499305865182121986,0
1499305921687826433,1
1499306385322004484,1
1499306624665538562,0
1499307380248805381,0
1499307440520798208,1
1499308141757952000,1
1499308329071427594,1
1499308557548027908,1
1499309001527508992,0
1499309042891644928,1
1499309409515622400,0
1499309614248120320,0
1499309769252909060,1
1499309821887229954,1
1499310181267685376,1
1499310312620949505,0
1499310698244952069,1
1499310871335497728,1
1499311203142750210,1
1499311726587572227,1
1499312273944424452,0
1499312334950576129,0
1499312839386927106,1
1499312933330894852,0
1499313186725842945,1
1499313414514126848,1
1499313572823904256,0
1499313729971933188,0
1499314163314839556,1
1499314277018218505,0
1499314458384076801,1
1499314596834078722,0
1499314801696116737,0
1499315316807114755,0
1499315603315777537,1
1499315605694201856,0
1499316755587829761,1
1499317124753354753,1
1499317851823697924,1
1499317954206445568,0
1499318050637889536,0
1499318874105430017,1
1499319539175206913,0
1499319658180190210,1
1499320026268114950,1
1499320285119479812,0
1499320427419738116,0
1499320890621837314,1
1499321225486684160,0
1499322823415848961,1
1499323353932255232,1
1499323885594025984,1
1499324094407491586,0
1499324349500719109,1
1499324685611597826,0
1499324686504984577,0
1499324795502366721,1
1499325070518276097,1
1499325338891190273,0
1499325522291089410,0
1499325594084904962,0
1499325667267133444,0
1499325803397586949,0
1499326431666614276,0
1499326923192692736,0
1499327067917369353,1
1499327851878879238,0
1499327908049211395,1
1499327954832269314,1
1499327975153491972,0
1499328139620753412,0
1499328488205082624,1
1499328689737134082,0
1499328743982129153,0
1499329800497811457,1
1499329991145926658,0
1499330079691730944,1
1499330146955927555,0
1499330535902035968,0
1499330776617340929,1
1499330793952489472,1
1499330974424997890,0
1499331050367070214,0
1499331084529680384,0
1499331202255179788,0
1499331751813988358,1
1499331779257565189,1
1499332097596698626,0
1499332569304809474,1
1499332897504849920,1
1499333249365168132,1
1499333353497112577,0
1499333548398071809,1
1499334000980402178,1
1499334577504100352,1
1499334970342526980,0
1499335228875165702,1
1499335838357803008,0
1499336072140046337,0
1499336196564176896,0
1499336207834431489,1
1499336880776753153,1
1499339167477780481,0
1499339399334707203,0
1499340231585185795,0
1499340465820381186,0
1499340697886986246,1
1499340737929908224,1
1499340821581152260,1
1499340952758009857,0
1499341021217501188,1
1499341477285089282,1
1499341554812882945,0
1499342080149049346,1
1499342606769491968,0
1499342646900310020,0
1499342962685353986,0
1499343286149935110,0
1499344697688727562,1
1499344731263971329,0
1499345447793606658,0
1499345701280567297,0
1499345987160076289,1
1499346136024465411,0
1499347046263840771,1
1499347564310761474,1
1499348700950417414,0
1499349423599538178,1
1499349599911395329,1
1499349905231560706,0
1499351988819030016,1
1499352001288802305,1
1499352045991694341,1
1499352182268829696,0
1499352229211480067,0
1499352312845934598,0
1499352413265805313,0
1499352592589234181,0
1499352668535463940,0
1499353626069852164,1
1499355054201085953,0
1499356499553968131,1
1499359364506959877,1
1499361391798624257,0
1499362194600902659,0
1499363096455958533,1
1499363096934105093,1
1499363118325063681,0
1499363937946677252,1
1499364868696203266,0
1499365053182713856,0
1499366601707208711,1
1499366861548494856,1
1499366973716803594,0
1499368388015050754,1
1499368524401229841,0
1499368947405180931,1
1499369368945410049,1
1499369393104596999,1
1499369671836848129,1
1499371010612940800,0
1499371101759188997,0
1499372046203199491,1
1499372690922262533,0
1499373916837535745,0
1499374313157320710,1
1499374719216328712,1
1499375334034137092,1
1499375412434149382,1
1499375542658912261,0
1499375750507646979,1
1499377274835161096,0
1499377411405889541,1
1499377519887278089,1
1499379669161885701,0
1499380864924504069,0
1499381721183178753,0
1499382506063384585,1
1499382716978151425,0
1499384583028158467,1
1499384630474018816,0
1499386297596592131,0
1499387115616063493,1
1499387238148460548,0
1499387348307435523,1
1499387432277803012,0
1499389450916352000,0
1499391064138199040,0
1499391505655640065,1
1499391632482918411,0
1499392269853540353,0
1499392401697165312,1
1499393068604092418,0
1499393566472212492,0
1499394042224050176,1
1499394264731566081,1
1499394415080587270,0
1499394785680969731,0
1499394921131745285,1
1499395058709065731,0
1499395989861388295,0
1499396447141130243,0
1499396911148662791,0
1499399293794349057,1
1499400173604446210,1
1499400505914585089,0
1499401121080639503,0
1499402817320235009,1
1499402999801663495,1
1499403727957987337,0
1499404942846558209,1
1499404988996816898,1
1499405013340229634,1
1499405543219163141,0
1499406781595983874,1
1499406953054879746,1
1499407388599676931,1
1499408046354841600,1
1499408056404385798,1
1499408107675471873,1
1499408732932898818,1
1499409603288866816,0
1499409801721389059,0
1499410013214834690,0
1499410608332185604,0
1499410611482071042,0
1499410785692524548,1
1499411961854967816,0
1499413647331786753,1
1499414058772353026,0
1499414161431924744,1
1499414229736169477,0
1499417176675074050,0
1499417191141281800,0
1499417656029589504,0
1499418335049510915,1
1499418551970676742,1
1499419271302205445,0
1499419387308085252,0
1499420031842590724,1
1499420047885930496,0
1499420578201092099,1
1499420602909839363,1
1499421077587783680,1
1499421161775673344,1
1499421480756547585,0
1499422361673605135,0
1499422458138402823,0
1499422820538806274,1
1499422833914662917,0
1499423165373554701,0
1499423322446127111,1
1499423532987523095,0
1499424406245945351,0
1499424522608517125,0
1499424526840463360,1
1499424973324263430,0
1499426124941733894,0
1499426398351466509,1
1499427259224047618,1
1499427471439147011,0
1499428086600945666,0
1499428206763380738,0
1499428288435036167,0
1499428823527399444,1
1499429934485409794,0
1499429937052323843,0
1499430288967053317,0
1499430564155252740,0
1499431138963636224,0
1499431705580646406,0
1499432205814272009,1
1499432318674477075,1
1499432923874959361,0
1499433056523853836,1
1499433839344906245,1
1499434288382685193,0
1499434329038073859,1
1499434720857403393,0
1499434797290115075,1
1499434978509135890,1
1499435728505344006,0
1499436267402108928,1
1499436418145439749,0
1499436819099828230,1
1499438618649186307,1
1499438646734245896,1
1499439183894568964,1
1499439325133651971,1
1499440126019186691,0
1499440310836940804,0
1499440474997800974,1
1499440608519200789,0
1499440724391215108,1
1499442239499489290,1
1499442382395351044,1
1499442974186516497,0
1499443351287959557,0
1499444562997166082,0
1499444925481594882,1
1499445135905628162,0
1499445326976933888,1
1499445450738323458,1
1499445489757933590,0
1499445902871863299,0
1499446299854360583,1
1499446435288424455,1
1499446580008689666,0
1499448677395488770,0
1499448943335415815,0
1499450009170825227,0
1499450540828217363,0
1499450552551452674,1
1499451176328339461,0
1499451438908518407,1
1499451476523036677,1
1499452231128543232,1
1499452231988367371,0
1499452483453739017,0
1499453048942379015,0
1499453329436467211,0
1499454406760226822,1
1499454632548081667,0
1499459401052307457,1
1499459586222399493,0
1499459651783766016,0
1499461053046050818,0
1499463281173753856,0
1499463289234989057,1
1499464586084372484,1
1499465066378575873,0
1499465123949424655,0
1499465467248975880,1
1499465543757463553,1
1499465548081799168,1
1499466076920459266,1
1499468741930889217,1
1499468932163457037,0
1499469287513370646,0
1499469509413175296,1
1499469665319505927,1
1499469896022904833,1
1499471239458754561,1
1499471326641332241,0
1499471348468432902,0
1499471665868460032,1
1499472141762367495,0
1499472169344323584,0
1499475064286167057,0
1499475133794172931,0
1499475262152523791,1
1499477461003911169,0
1499477832858316802,0
1499479457014464515,0
1499480835245883394,0
1499481084509270020,1
1499481626660720658,0
1499482299284529153,0
1499483089541681154,0
1499483572234862601,0
1499484177820962818,1
1499485592899444739,0
1499486579215122451,0
1499486916923772932,0
1499488107527380992,0
1499488449300033546,0
1499489731767373824,0
1499490511471538194,0
1499492107094048775,0
1499492265219219456,0
1499492459377737736,0
1499492597202812928,1
1499495480895500291,1
1499497824236548099,0
1499499220771999745,1
1499501512615157761,0
1499502251542343692,1
1499502872152535040,0
1499503910796640260,0
1499504820268503040,0
1499505338214756357,0
1499508356008001536,0
1499513943949299718,1
1499515281873506306,0
1499516534800146433,1
1499520315260485632,0
1499521134886154241,1
1499521691038502914,0
1499521901848412169,1
1499527282800480259,0
1499529575382007817,0
1499530200941486088,1
1499536403788611586,1
1499542200601956356,0
1499544496543043595,0
1499550046773252096,0
1499551521960202249,0
1499552627301961729,1
1499553125266759681,0
1499557404001939511,0
1499559188426539009,1
1499577186793054210,0
1499585550436601858,0
1499592706120638467,1
1499593408272293905,0
1499597685867028480,0
1499599207606358017,1
1499600286679134208,0
1499605140076216320,1
1499606151582863364,1
1499606682313236487,0
1499608240975323137,1
1499608455191007235,0
1499611900031926272,0
1499613605427392513,1
1499616032582950913,0
1499617596534312962,0
1499617624065560577,0
1499618471528865793,0
1499618941802536960,0
1499623483340464131,0
1499636300239892481,0
1499642808461934595,0
1499643151039877120,0
1499645419902705666,1
1499645491893751811,1
1499650490606538752,1
1499654067680808960,1
1499657293704671232,0
1499658174445461511,1
1499660890303565829,1
1499662643442946051,0
1499666564861341696,1
1499669136661745665,1
1499669775466827777,1
1499672641514393607,0
1499673117043609606,0
1499673196752162820,0
1499677281081462792,0
1499678445575491584,1
1499680602634821635,0
1499686011840110592,1
1499687536465170432,0
1499687625296420873,1
1499698153368567813,1
1499701749950533634,0
1499701782783664131,1
1499704231816798212,0
1499707871130525700,0
1499714228022026240,1
1499719497648943106,1
1499722481976115201,0
1499726506377027589,0
1499732148986671107,0
1499732405338316803,1
1499734028496211969,1
1499736572069126154,1
1499736808376049667,0
1499737245456158725,0
1499737873737650179,0
1499741407157886978,0
1499744900262154240,0
1499747416312287240,1
1499752976486916096,1
1499753747261825028,1
1499758851154972682,0
1499760311968038913,1
1499761495772905479,0
1499763983259160579,1
1499768410485321730,1
1499774209857310728,0
1499774490569428994,1
1499776534994833413,0
1499786683457454082,0
1499793716151787529,0
1499796641330704385,0
1499796648590856195,0
1499798171307986945,0
1499800858522968073,0
1499802882178179078,0
1499810688994353154,0
1499822673878261768,1
1499829564767408132,0
1499835947697029127,1
1499837145581858818,0
1499838618852106242,0
1499849079396114432,0
1499860824680284160,0
1499868313639342087,1
1499869859202617355,0
1499877576919166978,0
1499879536095285251,0
1499883148452192262,0
1499883627768909828,1
1499890442686677003,0
1499890526346170368,1
1499893888156323840,1
1499913970358140929,0
1499918150124531712,0
1499928358427242501,0
1499931879687921669,1
1499933586304258050,0
1499934792993087489,0
1499936377877647360,0
1499938773475332097,1
1499948706606592008,1
1499949214213750789,0
1499973214499479554,0
1499979104934047745,1
1499981062868406275,1
1499983395895787520,0
1500044709795926017,0
1500045141188517888,0
1500050165503180805,1
1500059633116860416,1
1500062789590728706,0
1500062972999532548,1
1500065435865305089,0
1500066630595973122,0
1500071006991691777,1
1500074029952212993,0
1500079457561976832,0
1500079584884277249,0
1500079708255494146,0
1500095187913216004,0
1500095438275416070,0
1500095490041524230,0
1500096462994436098,1
1500161490627837960,0
1500163816524443652,0
1500168654616506370,1
1500182719468224515,1
1500192959609774080,0
1500197854471720964,0
1500218346838851584,1
1500222209972920335,0
1500244661880999941,1
1500254871622193155,0
1500256739622543362,0
1500276515929571338,1
1500345722234826756,1
1500349416384962567,0
1500351195134705664,0
1500353492879347712,0
1500357421675520001,1
1500382390803443713,1
1500388136442114051,0
1500413608060243970,0
1500418724037373961,0
1500433522158358528,1
1500468366930325512,1
1500479968006094849,0
1500499988517953546,0
1500502780871643145,0
1500504862823530505,0
1500512609669427206,1
1500516078551814151,1
1500523970675806211,1
1500534421769834508,0
1500542669948436487,0
1500555292278407168,0
1500558120107618310,0
1500558195617579019,0
1500564232013819914,1
1500564849696333825,0
1500597873838338048,0
1500603904769339395,1
1500609874140434432,0
1500612842461954050,0
1500662301023928320,0
1500669229023916035,0
1500690831514214400,0
1500710307055869954,0
1500711815491502081,1
1500724399191777281,0
1500753459171274754,1
1500775363336675328,0
1500789348962349056,1
1500789411021217792,0
1500789981245231109,1
1500800918425591809,0
1500814144315998211,0
1500815326216613894,1
1500859226029232131,1
1500879236390916100,0
1500882659475554306,1
1500891422072967168,0
1500894753562537988,0
1500896322253209605,0
1500897971591954433,0
1500923080889274387,1
1500927503103410177,0
1500932870860324864,0
1501037843073966085,0
1501049407156154368,0
1501055796401950720,0
1501057929050525697,1
1501066230660218881,0
1501078952617472000,1
1501219912496267269,0
1501219953277497344,0
1501220408217026569,0
1501226732984336384,0
1501250327567286275,0
1501294057540227084,0
1501355682641195009,1
1501356205196914689,1
1501402084213592071,0
1501442552830046208,0
1501444210414784515,1
1501448030570098688,0
1501452668346249220,1
1501457311730184194,1
1501458795448385542,0
1501468316313006085,0
1501472138997477378,0
1501490651782946825,1
1501501851589505029,0
1501506386232233986,1
1501523794602733573,0
1501548785234808835,0
1501604996248387592,1
1501607891941396494,1
1501773787863433220,0
1501776675553509377,1
1501800999501062144,0
1501833244777619458,1
1501836309232553986,1
1501851925247102977,0
1501908441719267337,0
1501922050457235460,1
1501958583768031241,1
1501986073622241283,1
1501987802833108996,0
1501996978892324865,1
1501997868751769601,0
1502032774865293312,1
1502065888090013696,0
1502087023074627585,0
1502113144889655297,1
1502118093622956034,1
1502118846194462724,1
1502118899797708802,0
1502121435707359233,0
1502127518823825408,0
1502166529709723655,0
1502246317321564160,0
1502298952317620230,1
1502316527936315392,1
1502331965118234626,1
1502349553005211654,1
1502379521718239235,0
1502396219737448451,1
1502424990498623491,0
1502470876154970113,0
1502648956584665090,1
1502649453257371648,0
1502684025034485760,1
1502687264635297792,0
1502726993707687940,0
1502856138232143876,0
1502908520152371202,1
1502966973071831046,1
1502972375922528257,1
1502974209227689994,0
1503137224522711043,0
1503314231864836096,1
1503420912917434373,1
1503429007706140676,0
1503485953876406278,1
1503491672348540936,0
1503686199864659971,0
1503709686549278720,1
1503724427808485378,0
1503828098357374978,0
1503833887448969222,0
1503837393203257346,0
1503841966882103298,0
1503857665834848256,1
1503886552010739714,1
1503924223844122625,0
1503927774955847687,0
1503930648477773832,1
1503956944469569538,0
1503977976790200320,1
1503995513796018179,0
1504108264933539860,0
1504113749208223744,0
1504229374920474624,0
1504277346743832582,0
1504525376495792137,1
1504682039647293608,0
1504758296447651841,0
1504889535385473026,0
1504891189501349892,1
1504892023647752202,0
1504939551739064323,0
1504964933993340932,0
1505012024421625858,0
1505058200990666755,0
1505066238522937345,0
1505073212069134336,0
1505087179613159425,0
1505126661704110085,0
1505197610143043584,1
1505199869111250945,1
1505227824000647177,0
1505229470457761796,0
1505233677428703240,0
1505349067756376065,0
1505359564358791170,1
1505438344565727233,1
1505470129122988036,1
1505776526133977090,0
1505790724968697856,1
1506047980528451584,0
1506078943052447746,0
1506253224692563968,1
1506304969569316869,0
1506324526421921793,0
1506738844896530433,0
1506780395580366855,0
1506782950532210688,1
1506784796474814467,0
1506799083440197634,0
1506811544683827213,1
1507160433425272836,0
1507893006837370890,0
1508521624953315329,1
1509001268894830596,0
1509118861123149827,0
1509613284588236807,0
1509909267792687104,0
1509994407202013186,0
1511314806673920007,0
1511596952307257347,0
1511990101856985090,0
1511998257714860040,0
1512393272232140804,0
1512394879795617797,0
1513113636369321984,1
1513631811229954051,1
1513640067629297670,0
1514646888292786191,0
1514647678570930181,0
1515331787999760391,0
1515684933519519750,1
1515734505050427395,0
1516072159139016712,1
1516114783346511878,0
1516449456992002061,0
1517929368575791107,0
1518229040359829511,0
1518260947101573121,1
1518707591819538432,0
1518715726948876288,0
1519739196847570945,0
1520459378247323650,1
1520568690323820545,1
1521092122073395200,0
1521423142446526465,0
1521493667382501382,1
1521979686775107585,0
1522308286594392073,0
1522490303738961920,1
1523345537562411009,1
1523346361558593537,0
1524402791623499783,1
1524701803476131841,0
1524822496532389889,1
1525786887474282498,1
1525815051805925377,0
1526491403303501824,1
1526958693803184128,1
1527365100021002248,0
1527443282921345024,0
1527527771013926913,1
1527535595391700992,0
1527644716979965952,0
1527687620653748224,0
1527729175582367745,0
1528169961704681473,1
1528374413967646721,0
1528375418440630272,0
1528562246200094720,0
1528563365756358656,0
1528685339933609991,1
1530574865077571586,0
1531501139866398722,0
1533544513767194624,0
1535368515724656641,0
1536593408558514176,0
1540373559100510208,0
1541150770745278466,0
1541668502167330816,0
1543096077972164608,1
1546565193991331843,0
1546836679297798144,1
1548252317815754758,0
1548408498727182336,0
1548536746677346304,0
1548539585013202944,0
1551319334521274370,0
1552548099142438912,0
1552548225407655937,0
1552548863931727872,1
1552553700148891648,0
1552556362126745600,1
1552807185180200960,1
1553300940652007425,1
1568775464767954944,1
1624763707606683649,0
1495167199048257536,0
1496155580313964545,0
1496338770270081029,0
1496780605035536385,0
1496756404392271874,1
1496686953336610818,0
1496736086743212032,0
1496697978316279810,0
1496694838367952898,0
1496692875119239175,1
1496889880143704073,0
1496751774656569345,0
1501171968619556864,1
1500963131891273731,0
1500852376823123971,0
1499689781277638656,0
1499600381558636545,0
1499599683735666688,1
1499578393717002242,0
1499153477167206403,0
1499065940884930561,0
1498420670363013126,0
1498353108946239503,0
1498318306763321355,0
1498247746838487042,0
1498242492025745410,0
1498222062137376769,0
1498042535851311111,1
1497926031151407111,1
1497895671747260423,0
1497706400742522886,0
1497331347454521345,0
1497250375803363329,0
1496979114607407106,0
1496888885271404554,0
1499404835442999302,1
1499355257272418306,0
1498629571243036672,0
1498538590183165954,0
1498490248438984704,0
1498400194035077134,1
1498356610296684545,0
1498054795198087170,0
1498022604313137157,0
1498022580749578247,0
1498014964757381121,0
1498011774997700621,0
1497998211536936960,1
1497941847309701133,0
1497920404312129539,0
1497918770475507714,0
1497862379140530179,0
1497848045941239813,0
1497843358596620288,0
1497834145057325060,0
1497806614677667844,0
1497802680621617156,0
1497799081418133505,0
1497793608069517313,0
1497738391651237894,0
1497735200335409161,1
1497700137933545472,0
1497682638538162184,0
1497618884379164672,0
1497612286210437120,0
1497611518996664321,0
1497604076430893065,0
1497586700255518724,1
1497550744966385673,0
1497519426270343171,0
1497500139652468736,0
1497444675699068931,0
1497416954490933248,0
1497283038228537347,1
1497282327810084864,0
1497281678930292736,1
1497280419993108480,0
1497231041345449994,1
1497212460561960961,0
1497135204967800834,0
1497114732590997505,0
1497090952875282432,0
1497045907170373676,0
1497000855869943808,1
1496985840446316546,0
1496932782790094848,1
1496922533110890497,0
1496912965848735750,0
1496912231669411844,0
1496878109471264776,1
1496854629933531136,0
1496813748698460165,1
1496805346698047488,0
1496804467638996994,0
1497259714740162572,0
1497207798106624000,0
1496890792555728902,0
1498522084393115650,0
1497518663900876800,0
1496824135884095491,0
1496823491458486279,0
1496821594190188544,0
1496820896413192195,0
1496815240285147144,0
1496876678450085891,0
1497541372273823744,1
1497079658734571527,0
1497057538977636352,0
1496927316039319553,1
1496925573603631107,0
1496920409836597248,0
1496906903128993793,0
1498892782961762308,0
1498100839633899526,0
1497931545889419269,0
1497064136525721601,0
1497064051381260299,0
1499932445604708352,0
1499596156581875714,0
1499593391050407940,0
1498971754974396419,0
1497933437474414599,1
1497064225017061376,0
1497106826244268034,1
1499357362238328837,0
1499279398897389568,0
1499279255104012288,0
1499269856516100096,0
1499269151478751236,0
1499267121553018881,0
1499247281786212355,0
1499246215673925637,1
1499151300507938819,0
1499066661063774208,0
1499061498089701377,1
1499049277104037890,0
1498999575574634499,0
1498993964480970752,0
1498966385371881476,0
1498943319879135233,1
1498930326076329988,0
1498930098279526404,0
1498928409489158148,0
1498925916247904256,0
1498875448356671493,0
1498837196853415937,0
1498780187844136962,1
1498633783368892417,0
1498583444045062144,0
1498564203921215496,1
1498562084279365633,1
1498485637934157836,1
1497732174799376393,1
1498406438737260545,1
1497942753946263557,0
1499283446748749827,0
1499132648224178181,1
1499123736125276160,0
1499114684779151363,1
1499103613473460226,0
1499096872710852610,0
1498539304758362114,0
